D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151348691583.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151348792981.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151348821361.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151348849931.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151348951435.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151349021243.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151349035756.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151349059687.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151349080114.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG2\Image_1683151349148493.jpg,0.5
