D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978244027.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978352755.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978376123.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978402409.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978469405.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978486342.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_168315197850282.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978519696.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978580723.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG24\Image_1683151978605593.jpg,0.5
