D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151450815603.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151450911014.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151450939028.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151450962937.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151451035919.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151451057125.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151451078203.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151451109364.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151451144856.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG10\Image_1683151451165524.jpg,0.5
