D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406418807.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406537636.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406563778.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406586672.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406638728.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_168315140665431.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406669314.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_168315140668511.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_1683151406750355.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG7\Image_168315140677468.jpg,0.5
