D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622284932.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622391553.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622419306.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622438397.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622510386.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622533094.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622554529.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622568797.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_1683151622620875.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG14\Image_168315162264529.jpg,0.5
