D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151441939988.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442051856.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442077696.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442103212.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_168315144216485.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442181054.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442197204.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442213409.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442272995.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG9\Image_1683151442286972.jpg,0.5
