D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380397387.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_168315138051254.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380533516.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380553216.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380625614.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380646707.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_168315138066926.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380692227.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380734024.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG5\Image_1683151380755791.jpg,0.5
