D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551623332.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551725371.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551748211.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551776416.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551840325.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551864841.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551882533.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551896179.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551948471.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG11\Image_1683151551964321.jpg,0.5
