D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151638838302.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151638961505.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639057717.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639079684.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639095118.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639180438.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639205675.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639227417.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639241054.jpg,0.5
D:\python project\autonomous smart ambulance\DataCollected/IMG16\Image_1683151639292865.jpg,0.5
